game_id,game_date,season,home_team,away_team,venue_name,venue_id,ballpark_id,ballpark_factor_available,ballpark_run_factor,ballpark_hr_factor,roof_type,indoor_or_dome,weather_available,temperature,wind_speed,wind_direction,precipitation_risk,humidity,weather_risk,run_environment_score,weather_ballpark_data_quality,weather_ballpark_warnings
718780,2023-03-30T17:05:00Z,2023,Washington Nationals,Atlanta Braves,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717963,2023-05-30T22:40:00Z,2023,Miami Marlins,San Diego Padres,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717964,2023-05-30T22:40:00Z,2023,Detroit Tigers,Texas Rangers,Comerica Park,2394,2394,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717967,2023-05-30T23:05:00Z,2023,Baltimore Orioles,Cleveland Guardians,Oriole Park at Camden Yards,2,2,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717965,2023-05-30T23:07:00Z,2023,Toronto Blue Jays,Milwaukee Brewers,Rogers Centre,14,14,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717962,2023-05-30T23:10:00Z,2023,New York Mets,Philadelphia Phillies,Citi Field,3289,3289,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717966,2023-05-30T23:10:00Z,2023,Boston Red Sox,Cincinnati Reds,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717960,2023-05-30T23:45:00Z,2023,St. Louis Cardinals,Kansas City Royals,Busch Stadium,2889,2889,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717961,2023-05-31T00:05:00Z,2023,Chicago Cubs,Tampa Bay Rays,Wrigley Field,17,17,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717956,2023-05-31T00:10:00Z,2023,Houston Astros,Minnesota Twins,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717959,2023-05-31T00:10:00Z,2023,Chicago White Sox,Los Angeles Angels,Guaranteed Rate Field,4,4,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717952,2023-05-31T01:40:00Z,2023,Seattle Mariners,New York Yankees,T-Mobile Park,680,680,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717955,2023-05-31T01:40:00Z,2023,Arizona Diamondbacks,Colorado Rockies,Chase Field,15,15,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717958,2023-05-31T01:40:00Z,2023,Oakland Athletics,Atlanta Braves,Oakland Coliseum,10,10,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717972,2023-05-31T01:45:00Z,2023,San Francisco Giants,Pittsburgh Pirates,Oracle Park,2395,2395,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717957,2023-05-31T02:10:00Z,2023,Los Angeles Dodgers,Washington Nationals,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717951,2023-05-31T17:10:00Z,2023,Detroit Tigers,Texas Rangers,Comerica Park,2394,2394,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717943,2023-05-31T18:10:00Z,2023,Chicago White Sox,Los Angeles Angels,Guaranteed Rate Field,4,4,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717950,2023-05-31T18:20:00Z,2023,Chicago Cubs,Tampa Bay Rays,Wrigley Field,17,17,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717946,2023-05-31T19:05:00Z,2023,Baltimore Orioles,Cleveland Guardians,Oriole Park at Camden Yards,2,2,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717949,2023-05-31T19:37:00Z,2023,Oakland Athletics,Atlanta Braves,Oakland Coliseum,10,10,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717953,2023-05-31T19:45:00Z,2023,San Francisco Giants,Pittsburgh Pirates,Oracle Park,2395,2395,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717954,2023-05-31T20:10:00Z,2023,Los Angeles Dodgers,Washington Nationals,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717945,2023-05-31T22:40:00Z,2023,Miami Marlins,San Diego Padres,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717947,2023-05-31T23:07:00Z,2023,Toronto Blue Jays,Milwaukee Brewers,Rogers Centre,14,14,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717944,2023-05-31T23:10:00Z,2023,New York Mets,Philadelphia Phillies,Citi Field,3289,3289,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717948,2023-05-31T23:10:00Z,2023,Boston Red Sox,Cincinnati Reds,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717938,2023-06-01T00:10:00Z,2023,Houston Astros,Minnesota Twins,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717939,2023-06-01T01:40:00Z,2023,Seattle Mariners,New York Yankees,T-Mobile Park,680,680,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717940,2023-06-01T01:40:00Z,2023,Arizona Diamondbacks,Colorado Rockies,Chase Field,15,15,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717942,2023-06-01T17:07:00Z,2023,Toronto Blue Jays,Milwaukee Brewers,Rogers Centre,14,14,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717934,2023-06-01T17:10:00Z,2023,New York Mets,Philadelphia Phillies,Citi Field,3289,3289,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717941,2023-06-01T17:10:00Z,2023,Miami Marlins,San Diego Padres,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717933,2023-06-01T19:40:00Z,2023,Arizona Diamondbacks,Colorado Rockies,Chase Field,15,15,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717932,2023-06-01T23:10:00Z,2023,Boston Red Sox,Cincinnati Reds,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717937,2023-06-01T23:40:00Z,2023,Minnesota Twins,Cleveland Guardians,Target Field,3312,3312,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717936,2023-06-02T00:10:00Z,2023,Houston Astros,Los Angeles Angels,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717931,2023-06-02T21:10:00Z,2023,Cincinnati Reds,Milwaukee Brewers,Great American Ball Park,2602,2602,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717927,2023-06-02T22:40:00Z,2023,Miami Marlins,Oakland Athletics,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717930,2023-06-02T23:05:00Z,2023,Pittsburgh Pirates,St. Louis Cardinals,PNC Park,31,31,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717935,2023-06-02T23:05:00Z,2023,Washington Nationals,Philadelphia Phillies,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717928,2023-06-02T23:10:00Z,2023,Boston Red Sox,Tampa Bay Rays,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717929,2023-06-02T23:10:00Z,2023,New York Mets,Toronto Blue Jays,Citi Field,3289,3289,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717922,2023-06-03T00:05:00Z,2023,Texas Rangers,Seattle Mariners,Globe Life Field,5325,5325,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717923,2023-06-03T00:10:00Z,2023,Kansas City Royals,Colorado Rockies,Kauffman Stadium,7,7,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717924,2023-06-03T00:10:00Z,2023,Minnesota Twins,Cleveland Guardians,Target Field,3312,3312,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717925,2023-06-03T00:10:00Z,2023,Chicago White Sox,Detroit Tigers,Guaranteed Rate Field,4,4,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717926,2023-06-03T00:10:00Z,2023,Houston Astros,Los Angeles Angels,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717919,2023-06-03T01:40:00Z,2023,Arizona Diamondbacks,Atlanta Braves,Chase Field,15,15,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717921,2023-06-03T01:40:00Z,2023,San Diego Padres,Chicago Cubs,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717917,2023-06-03T02:10:00Z,2023,Los Angeles Dodgers,New York Yankees,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717920,2023-06-03T02:15:00Z,2023,San Francisco Giants,Baltimore Orioles,Oracle Park,2395,2395,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717918,2023-06-03T17:10:00Z,2023,Boston Red Sox,Tampa Bay Rays,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717915,2023-06-03T18:10:00Z,2023,Chicago White Sox,Detroit Tigers,Guaranteed Rate Field,4,4,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717907,2023-06-03T20:05:00Z,2023,Pittsburgh Pirates,St. Louis Cardinals,PNC Park,31,31,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717912,2023-06-03T20:05:00Z,2023,Texas Rangers,Seattle Mariners,Globe Life Field,5325,5325,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717914,2023-06-03T20:05:00Z,2023,Washington Nationals,Philadelphia Phillies,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717906,2023-06-03T20:10:00Z,2023,Cincinnati Reds,Milwaukee Brewers,Great American Ball Park,2602,2602,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717908,2023-06-03T20:10:00Z,2023,Houston Astros,Los Angeles Angels,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717909,2023-06-03T20:10:00Z,2023,Kansas City Royals,Colorado Rockies,Kauffman Stadium,7,7,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717910,2023-06-03T20:10:00Z,2023,New York Mets,Toronto Blue Jays,Citi Field,3289,3289,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717911,2023-06-03T20:10:00Z,2023,Miami Marlins,Oakland Athletics,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717885,2023-06-03T22:10:00Z,2023,Boston Red Sox,Tampa Bay Rays,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717905,2023-06-03T23:15:00Z,2023,Los Angeles Dodgers,New York Yankees,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717913,2023-06-03T23:15:00Z,2023,Minnesota Twins,Cleveland Guardians,Target Field,3312,3312,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717916,2023-06-04T02:05:00Z,2023,San Francisco Giants,Baltimore Orioles,Oracle Park,2395,2395,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717901,2023-06-04T02:10:00Z,2023,Arizona Diamondbacks,Atlanta Braves,Chase Field,15,15,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717903,2023-06-04T02:10:00Z,2023,San Diego Padres,Chicago Cubs,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717898,2023-06-04T15:35:00Z,2023,Pittsburgh Pirates,St. Louis Cardinals,PNC Park,31,31,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717902,2023-06-04T17:35:00Z,2023,Washington Nationals,Philadelphia Phillies,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717904,2023-06-04T17:35:00Z,2023,Boston Red Sox,Tampa Bay Rays,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717896,2023-06-04T17:40:00Z,2023,Miami Marlins,Oakland Athletics,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717897,2023-06-04T17:40:00Z,2023,Cincinnati Reds,Milwaukee Brewers,Great American Ball Park,2602,2602,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717900,2023-06-04T17:40:00Z,2023,New York Mets,Toronto Blue Jays,Citi Field,3289,3289,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717891,2023-06-04T18:10:00Z,2023,Chicago White Sox,Detroit Tigers,Guaranteed Rate Field,4,4,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717893,2023-06-04T18:10:00Z,2023,Kansas City Royals,Colorado Rockies,Kauffman Stadium,7,7,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717895,2023-06-04T18:10:00Z,2023,Minnesota Twins,Cleveland Guardians,Target Field,3312,3312,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717899,2023-06-04T18:10:00Z,2023,Houston Astros,Los Angeles Angels,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717894,2023-06-04T18:35:00Z,2023,Texas Rangers,Seattle Mariners,Globe Life Field,5325,5325,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717890,2023-06-04T20:05:00Z,2023,San Francisco Giants,Baltimore Orioles,Oracle Park,2395,2395,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717892,2023-06-04T20:10:00Z,2023,Arizona Diamondbacks,Atlanta Braves,Chase Field,15,15,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717889,2023-06-04T21:30:00Z,2023,San Diego Padres,Chicago Cubs,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717888,2023-06-04T23:10:00Z,2023,Los Angeles Dodgers,New York Yankees,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717928,2023-06-05T20:05:00Z,2023,Boston Red Sox,Tampa Bay Rays,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717886,2023-06-05T22:40:00Z,2023,Philadelphia Phillies,Detroit Tigers,Citizens Bank Park,2681,2681,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717887,2023-06-05T22:40:00Z,2023,Miami Marlins,Kansas City Royals,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717884,2023-06-05T23:05:00Z,2023,Pittsburgh Pirates,Oakland Athletics,PNC Park,31,31,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717878,2023-06-05T23:07:00Z,2023,Toronto Blue Jays,Houston Astros,Rogers Centre,14,14,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717883,2023-06-05T23:10:00Z,2023,Cincinnati Reds,Milwaukee Brewers,Great American Ball Park,2602,2602,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717879,2023-06-06T00:05:00Z,2023,Texas Rangers,St. Louis Cardinals,Globe Life Field,5325,5325,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717880,2023-06-06T01:10:00Z,2023,San Diego Padres,Chicago Cubs,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717875,2023-06-06T22:40:00Z,2023,Philadelphia Phillies,Detroit Tigers,Citizens Bank Park,2681,2681,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717876,2023-06-06T22:40:00Z,2023,Miami Marlins,Kansas City Royals,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717882,2023-06-06T22:40:00Z,2023,Tampa Bay Rays,Minnesota Twins,Tropicana Field,12,12,False,,,dome,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717874,2023-06-06T23:05:00Z,2023,Pittsburgh Pirates,Oakland Athletics,PNC Park,31,31,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717877,2023-06-06T23:05:00Z,2023,New York Yankees,Chicago White Sox,Yankee Stadium,3313,3313,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717881,2023-06-06T23:05:00Z,2023,Washington Nationals,Arizona Diamondbacks,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717871,2023-06-06T23:07:00Z,2023,Toronto Blue Jays,Houston Astros,Rogers Centre,14,14,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717870,2023-06-06T23:10:00Z,2023,Cincinnati Reds,Los Angeles Dodgers,Great American Ball Park,2602,2602,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717873,2023-06-06T23:10:00Z,2023,Cleveland Guardians,Boston Red Sox,Progressive Field,5,5,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717872,2023-06-06T23:20:00Z,2023,Atlanta Braves,New York Mets,Truist Park,4705,4705,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717867,2023-06-06T23:40:00Z,2023,Milwaukee Brewers,Baltimore Orioles,American Family Field,32,32,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717868,2023-06-07T00:05:00Z,2023,Texas Rangers,St. Louis Cardinals,Globe Life Field,5325,5325,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
717869,2023-06-07T00:40:00Z,2023,Colorado Rockies,San Francisco Giants,Coors Field,19,19,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717861,2023-06-07T01:38:00Z,2023,Los Angeles Angels,Chicago Cubs,Angel Stadium,1,1,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717864,2023-06-07T01:40:00Z,2023,San Diego Padres,Seattle Mariners,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717865,2023-06-07T16:35:00Z,2023,Pittsburgh Pirates,Oakland Athletics,PNC Park,31,31,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717863,2023-06-07T20:10:00Z,2023,San Diego Padres,Seattle Mariners,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
717862,2023-06-07T22:05:00Z,2023,Philadelphia Phillies,Detroit Tigers,Citizens Bank Park,2681,2681,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
